"sample_id","longitude","latitude","class_code","class_name","verified","region_key","extension_stratum","final_review_decision","user_confirmation_status","user_confirmation_timestamp_utc","verification_source","verification_notes"
"RS03_026","103.3866162","1.9222147","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_027","104.0624906","1.627712","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_028","103.9778992","2.0844737","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_029","103.6889514","2.3872798","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_030","102.7491666","2.3643633","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_031","103.0354182","2.3487298","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_032","103.126943","1.7875162","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_033","102.4024069","2.6982051","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS03_034","103.9754546","2.0967198","3","paddy","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_001","100.2399196","6.4003355","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_002","100.2905502","6.3732723","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_003","100.2543774","6.2013855","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_004","100.4011828","5.9378147","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_005","100.239843","6.2845962","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_006","100.1790111","6.3319104","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_007","100.1785207","6.3686688","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_008","100.3018329","6.241337","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_009","100.2379778","6.4237192","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_010","100.2469184","6.3762856","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ01_011","100.2511913","6.427966","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_012","100.4064325","6.2663458","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_013","100.2295401","6.3076141","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_014","100.370944","6.2303028","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_015","100.2999882","6.3026062","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_016","100.4109241","5.5057368","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_017","100.3968556","6.091576","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_018","100.4470343","6.0217525","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_019","100.2290936","6.4009804","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_020","100.1934659","6.5118789","3","paddy","True","kedah_perlis_paddy_belt","paddy_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ01_021","100.4664671","6.092939","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_022","100.430682","5.3791487","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_023","100.488948","6.0659234","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_024","100.3721421","5.5990038","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_025","100.3010432","6.1923135","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_026","100.4710678","5.9949203","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_027","100.4309887","5.9121753","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_028","100.2789404","6.4685547","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_029","100.4947825","5.559018","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_030","100.4192501","5.1054852","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_031","100.5090912","5.5441545","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_032","100.4205676","5.4131724","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ01_033","100.2256609","6.3910025","3","paddy","True","kedah_perlis_paddy_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ02_001","100.5659235","5.6102548","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_002","100.4716372","5.5241185","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_004","100.800038","6.0992545","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_005","100.6883611","5.6595925","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_008","100.9502734","6.6796725","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_011","100.8839252","6.6856284","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_014","100.9929928","6.5757664","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_016","100.6181337","5.612046","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_019","100.172908","6.481871","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_022","100.3202702","6.5425395","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_023","100.8938881","6.599732","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_027","100.0533934","6.5325633","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_030","100.5808776","5.3307509","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_033","100.6434195","5.8095255","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_040","100.2478642","6.6831483","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_043","100.5276169","5.6475568","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_052","100.6748592","5.6505177","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_057","100.7292599","6.5900722","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_058","100.5348612","6.0234162","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ02_092","100.5138475","5.4614029","3","paddy","True","kedah_perlis_paddy_belt","paddy_disagreement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ05_001","103.6377689","2.6290123","3","paddy","True","study_area","johor_paddy_supplement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ05_002","103.6357283","2.604244","3","paddy","True","study_area","johor_paddy_supplement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ05_003","102.6490282","1.9479143","3","paddy","True","study_area","johor_paddy_supplement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ05_004","103.5578957","2.636421","3","paddy","True","study_area","johor_paddy_supplement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ05_005","102.959739","2.4609246","3","paddy","True","study_area","johor_paddy_supplement","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCAJ_001","100.6423197","4.95399","4","other_agri","True","study_area","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCAJ_002","100.9868682","4.17954","4","other_agri","True","study_area","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCAJ_003","100.2934229","6.4861227","4","other_agri","True","study_area","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCAJ_004","101.3628094","6.4678661","4","other_agri","True","study_area","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCA_001","103.2141528","4.1303244","4","other_agri","True","johor_negeri_pahang_rubber_belt","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCA_002","102.6856951","3.4891393","4","other_agri","True","johor_negeri_pahang_rubber_belt","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCA_003","102.4365374","3.0138777","4","other_agri","True","johor_negeri_pahang_rubber_belt","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCA_004","101.6237643","3.5134552","4","other_agri","True","johor_negeri_pahang_rubber_belt","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCA_005","101.5763571","3.094911","4","other_agri","True","johor_negeri_pahang_rubber_belt","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCA_006","103.2327795","1.7986083","4","other_agri","True","johor_negeri_pahang_rubber_belt","other_agri_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"RS04_001","102.7448356","2.7931714","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_002","103.827214","1.5322551","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_003","103.8810563","1.4802836","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_004","102.4009863","2.4268671","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_005","103.399973","1.8664862","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_006","103.5548018","2.6678037","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_007","103.4267945","2.2349878","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_008","103.5599866","2.7273158","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_009","103.4442094","2.0708122","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_010","102.4634023","2.2922714","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_011","103.2286821","2.1148061","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_012","102.9974761","2.0476767","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_013","103.5883313","1.4153602","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_014","103.752704","1.5602791","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_015","103.7882956","2.4257201","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_016","102.9127746","2.5827146","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_017","104.1289223","1.3869098","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS04_018","104.1576902","1.4000087","4","other_agri","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
